Phi[deg],Theta[deg],dB(DirTotal)
20,100,2.28734
25,100,2.28651
30,100,2.28567
35,100,2.28484
40,100,2.28404
45,100,2.28333
50,100,2.28276
55,100,2.28238
60,100,2.28225
65,100,2.28243
70,100,2.28294
75,100,2.28379
80,100,2.28498
85,100,2.28648
90,100,2.28823
95,100,2.29015
100,100,2.29217
105,100,2.29418
110,100,2.2961
115,100,2.29784
120,100,2.29932
125,100,2.3005
130,100,2.30132
135,100,2.30176
140,100,2.30182
145,100,2.30151
150,100,2.30085
155,100,2.29987
160,100,2.29861
165,100,2.29713
170,100,2.29546
175,100,2.29368
180,100,2.29182
185,100,2.28995
190,100,2.28812
195,100,2.28637
200,100,2.28474
205,100,2.28328
210,100,2.28203
215,100,2.28101
220,100,2.28025
225,100,2.27978
230,100,2.27962
235,100,2.27977
240,100,2.28024
245,100,2.28103
250,100,2.28212
255,100,2.28346
260,100,2.28502
265,100,2.28674
270,100,2.28854
275,100,2.29034
280,100,2.29207
285,100,2.29365
290,100,2.29502
295,100,2.29612
300,100,2.29692
305,100,2.29741
310,100,2.29758
315,100,2.29748
320,100,2.29712
325,100,2.29655
330,100,2.29584
335,100,2.29502
340,100,2.29413
345,100,2.29323
350,100,2.29233
355,100,2.29145
360,100,2.2906
0,105,2.04545
5,105,2.04459
10,105,2.04379
15,105,2.04305
20,105,2.04236
25,105,2.04171
30,105,2.0411
35,105,2.04055
40,105,2.04008
45,105,2.03973
50,105,2.03953
55,105,2.03954
60,105,2.03979
65,105,2.04034
70,105,2.04119
75,105,2.04237
80,105,2.04385
85,105,2.04561
90,105,2.04758
95,105,2.0497
100,105,2.05189
105,105,2.05406
110,105,2.05611
115,105,2.05797
120,105,2.05956
125,105,2.06084
130,105,2.06174
135,105,2.06226
140,105,2.06239
145,105,2.06214
150,105,2.06152
155,105,2.06058
160,105,2.05936
165,105,2.05791
170,105,2.05628
175,105,2.05453
180,105,2.05272
185,105,2.0509
190,105,2.04912
195,105,2.04744
200,105,2.04589
205,105,2.04452
210,105,2.04336
215,105,2.04244
220,105,2.04179
225,105,2.04142
230,105,2.04134
235,105,2.04156
240,105,2.04208
245,105,2.04287
250,105,2.0439
255,105,2.04514
260,105,2.04653
265,105,2.04802
270,105,2.04953
275,105,2.05098
280,105,2.05232
285,105,2.05346
290,105,2.05437
295,105,2.05499
300,105,2.05532
305,105,2.05534
310,105,2.05507
315,105,2.05453
320,105,2.05378
325,105,2.05286
330,105,2.05182
335,105,2.05071
340,105,2.04957
345,105,2.04846
350,105,2.04739
355,105,2.04638
360,105,2.04545
0,110,1.70354
5,110,1.70265
10,110,1.70188
15,110,1.70123
20,110,1.70068
25,110,1.70023
30,110,1.69988
35,110,1.69964
40,110,1.69952
45,110,1.69956
50,110,1.69976
55,110,1.70018
60,110,1.70084
65,110,1.70176
70,110,1.70297
75,110,1.70446
80,110,1.70621
85,110,1.70819
90,110,1.71036
95,110,1.71263
100,110,1.71494
105,110,1.71721
110,110,1.71935
115,110,1.72129
120,110,1.72295
125,110,1.72429
130,110,1.72526
135,110,1.72584
140,110,1.72603
145,110,1.72583
150,110,1.72527
155,110,1.72439
160,110,1.72322
165,110,1.72182
170,110,1.72025
175,110,1.71856
180,110,1.71681
185,110,1.71506
190,110,1.71336
195,110,1.71176
200,110,1.71031
205,110,1.70904
210,110,1.70798
215,110,1.70718
220,110,1.70663
225,110,1.70636
230,110,1.70637
235,110,1.70665
240,110,1.70719
245,110,1.70796
250,110,1.70893
255,110,1.71005
260,110,1.71126
265,110,1.71249
270,110,1.71369
275,110,1.71478
280,110,1.71571
285,110,1.71642
290,110,1.71686
295,110,1.71701
300,110,1.71686
305,110,1.71642
310,110,1.71572
315,110,1.71477
320,110,1.71364
325,110,1.71236
330,110,1.71101
335,110,1.70962
340,110,1.70824
345,110,1.70692
350,110,1.70568
355,110,1.70455
360,110,1.70354
0,115,1.26392
5,115,1.26301
10,115,1.26228
15,115,1.26171
20,115,1.26132
25,115,1.26108
30,115,1.26101
35,115,1.26109
40,115,1.26134
45,115,1.26176
50,115,1.26238
55,115,1.26321
60,115,1.26427
65,115,1.26557
70,115,1.26711
75,115,1.26889
80,115,1.27089
85,115,1.27307
90,115,1.27539
95,115,1.27778
100,115,1.28017
105,115,1.2825
110,115,1.28469
115,115,1.28666
120,115,1.28836
125,115,1.28974
130,115,1.29076
135,115,1.29139
140,115,1.29163
145,115,1.2915
150,115,1.29101
155,115,1.29019
160,115,1.28909
165,115,1.28777
170,115,1.28627
175,115,1.28466
180,115,1.283
185,115,1.28134
190,115,1.27973
195,115,1.27822
200,115,1.27687
205,115,1.2757
210,115,1.27476
215,115,1.27405
220,115,1.2736
225,115,1.27341
230,115,1.27349
235,115,1.27381
240,115,1.27435
245,115,1.27509
250,115,1.27596
255,115,1.27694
260,115,1.27794
265,115,1.27892
270,115,1.27981
275,115,1.28054
280,115,1.28107
285,115,1.28135
290,115,1.28135
295,115,1.28106
300,115,1.28047
305,115,1.2796
310,115,1.27848
315,115,1.27716
320,115,1.27567
325,115,1.27407
330,115,1.27242
335,115,1.27076
340,115,1.26916
345,115,1.26764
350,115,1.26625
355,115,1.265
360,115,1.26392
0,120,0.724694
5,120,0.72377
10,120,0.723074
15,120,0.722606
20,120,0.722363
25,120,0.72234
30,120,0.722529
35,120,0.722927
40,120,0.723529
45,120,0.724337
50,120,0.725351
55,120,0.726576
60,120,0.728013
65,120,0.729662
70,120,0.731517
75,120,0.733563
80,120,0.735777
85,120,0.738124
90,120,0.740559
95,120,0.743029
100,120,0.745474
105,120,0.747829
110,120,0.750031
115,120,0.752016
120,120,0.75373
125,120,0.755129
130,120,0.756177
135,120,0.756854
140,120,0.757155
145,120,0.757087
150,120,0.75667
155,120,0.755938
160,120,0.754932
165,120,0.753703
170,120,0.752305
175,120,0.750795
180,120,0.749232
185,120,0.747671
190,120,0.746166
195,120,0.744766
200,120,0.743513
205,120,0.742445
210,120,0.74159
215,120,0.740969
220,120,0.740593
225,120,0.740464
230,120,0.740574
235,120,0.740901
240,120,0.741417
245,120,0.742082
250,120,0.742846
255,120,0.743654
260,120,0.744446
265,120,0.745163
270,120,0.745744
275,120,0.746136
280,120,0.746295
285,120,0.746186
290,120,0.74579
295,120,0.745098
300,120,0.744119
305,120,0.742875
310,120,0.741399
315,120,0.739734
320,120,0.737931
325,120,0.736044
330,120,0.734129
335,120,0.732239
340,120,0.730424
345,120,0.728729
350,120,0.727191
355,120,0.725839
360,120,0.724694
0,125,0.0824588
5,125,0.0815235
10,125,0.0808643
15,125,0.0804853
20,125,0.080385
25,125,0.080557
30,125,0.080992
35,125,0.0816787
40,125,0.0826056
45,125,0.0837613
50,125,0.0851352
55,125,0.0867167
60,125,0.0884951
65,125,0.0904574
70,125,0.0925876
75,125,0.0948646
80,125,0.0972613
85,125,0.0997435
90,125,0.10227
95,125,0.104794
100,125,0.107264
105,125,0.109624
110,125,0.111819
115,125,0.113797
120,125,0.115509
125,125,0.116916
130,125,0.117989
135,125,0.118707
140,125,0.119065
145,125,0.11907
150,125,0.11874
155,125,0.118106
160,125,0.117206
165,125,0.116089
170,125,0.114807
175,125,0.113414
180,125,0.111966
185,125,0.110519
190,125,0.109124
195,125,0.107828
200,125,0.106673
205,125,0.105693
210,125,0.104915
215,125,0.104356
220,125,0.104026
225,125,0.103921
230,125,0.10403
235,125,0.104327
240,125,0.104779
245,125,0.105343
250,125,0.105968
255,125,0.106597
260,125,0.107172
265,125,0.107634
270,125,0.107931
275,125,0.108015
280,125,0.107847
285,125,0.107402
290,125,0.106665
295,125,0.105638
300,125,0.104332
305,125,0.102774
310,125,0.101
315,125,0.0990541
320,125,0.0969882
325,125,0.0948571
330,125,0.0927166
335,125,0.0906218
340,125,0.0886246
345,125,0.0867722
350,125,0.0851057
355,125,0.0836591
360,125,0.0824588
0,130,-0.66851
5,130,-0.669456
10,130,-0.670084
15,130,-0.670387
20,130,-0.670364
25,130,-0.670024
30,130,-0.669379
35,130,-0.668444
40,130,-0.667239
45,130,-0.665786
50,130,-0.664105
55,130,-0.66222
60,130,-0.660153
65,130,-0.657927
70,130,-0.655566
75,130,-0.653098
80,130,-0.650553
85,130,-0.647964
90,130,-0.645369
95,130,-0.642811
100,130,-0.640332
105,130,-0.63798
110,130,-0.635801
115,130,-0.633839
120,130,-0.632135
125,130,-0.630723
130,130,-0.629629
135,130,-0.62887
140,130,-0.628451
145,130,-0.628367
150,130,-0.628601
155,130,-0.629126
160,130,-0.629906
165,130,-0.630897
170,130,-0.63205
175,130,-0.633313
180,130,-0.634634
185,130,-0.63596
190,130,-0.637243
195,130,-0.638437
200,130,-0.639503
205,130,-0.64041
210,130,-0.641131
215,130,-0.641653
220,130,-0.641969
225,130,-0.642083
230,130,-0.642012
235,130,-0.64178
240,130,-0.641425
245,130,-0.640989
250,130,-0.640523
255,130,-0.640083
260,130,-0.639723
265,130,-0.639498
270,130,-0.639456
275,130,-0.639641
280,130,-0.640084
285,130,-0.640806
290,130,-0.641816
295,130,-0.64311
300,130,-0.644672
305,130,-0.646474
310,130,-0.64848
315,130,-0.650645
320,130,-0.652917
325,130,-0.655242
330,130,-0.657564
335,130,-0.659826
340,130,-0.661975
345,130,-0.663959
350,130,-0.665734
355,130,-0.667262
360,130,-0.66851
0,135,-1.53748
5,135,-1.53843
10,135,-1.53904
15,135,-1.53928
20,135,-1.53917
25,135,-1.53869
30,135,-1.53788
35,135,-1.53675
40,135,-1.53533
45,135,-1.53364
50,135,-1.53171
55,135,-1.52959
60,135,-1.52729
65,135,-1.52486
70,135,-1.52231
75,135,-1.5197
80,135,-1.51704
85,135,-1.51437
90,135,-1.51172
95,135,-1.50914
100,135,-1.50666
105,135,-1.50432
110,135,-1.50216
115,135,-1.50021
120,135,-1.49851
125,135,-1.4971
130,135,-1.49598
135,135,-1.49517
140,135,-1.49469
145,135,-1.49452
150,135,-1.49465
155,135,-1.49505
160,135,-1.49571
165,135,-1.49656
170,135,-1.49757
175,135,-1.4987
180,135,-1.49989
185,135,-1.50109
190,135,-1.50226
195,135,-1.50336
200,135,-1.50435
205,135,-1.5052
210,135,-1.50588
215,135,-1.50639
220,135,-1.50672
225,135,-1.50688
230,135,-1.50687
235,135,-1.50674
240,135,-1.50651
245,135,-1.50622
250,135,-1.50593
255,135,-1.50568
260,135,-1.50552
265,135,-1.50551
270,135,-1.5057
275,135,-1.50611
280,135,-1.50677
285,135,-1.50771
290,135,-1.50893
295,135,-1.51042
300,135,-1.51217
305,135,-1.51415
310,135,-1.51632
315,135,-1.51864
320,135,-1.52106
325,135,-1.52353
330,135,-1.52599
335,135,-1.52838
340,135,-1.53064
345,135,-1.53273
350,135,-1.53459
355,135,-1.53619
360,135,-1.53748
0,140,-2.53911
5,140,-2.54008
10,140,-2.54068
15,140,-2.54088
20,140,-2.5407
25,140,-2.54014
30,140,-2.53921
35,140,-2.53794
40,140,-2.53636
45,140,-2.5345
50,140,-2.5324
55,140,-2.5301
60,140,-2.52763
65,140,-2.52504
70,140,-2.52237
75,140,-2.51964
80,140,-2.51689
85,140,-2.51416
90,140,-2.51147
95,140,-2.50887
100,140,-2.50639
105,140,-2.50406
110,140,-2.5019
115,140,-2.49996
120,140,-2.49826
125,140,-2.49683
130,140,-2.49568
135,140,-2.49482
140,140,-2.49426
145,140,-2.494
150,140,-2.49402
155,140,-2.4943
160,140,-2.49481
165,140,-2.49552
170,140,-2.49639
175,140,-2.49738
180,140,-2.49843
185,140,-2.49951
190,140,-2.50058
195,140,-2.50159
200,140,-2.50251
205,140,-2.50331
210,140,-2.50398
215,140,-2.5045
220,140,-2.50487
225,140,-2.50509
230,140,-2.50518
235,140,-2.50517
240,140,-2.50508
245,140,-2.50495
250,140,-2.50483
255,140,-2.50477
260,140,-2.50481
265,140,-2.505
270,140,-2.50538
275,140,-2.50597
280,140,-2.50681
285,140,-2.50792
290,140,-2.50929
295,140,-2.51092
300,140,-2.51279
305,140,-2.51489
310,140,-2.51717
315,140,-2.51959
320,140,-2.52212
325,140,-2.52468
330,140,-2.52723
335,140,-2.52971
340,140,-2.53205
345,140,-2.53422
350,140,-2.53615
355,140,-2.53779
360,140,-2.53911
0,145,-3.69655
5,145,-3.69753
10,145,-3.69812
15,145,-3.69831
20,145,-3.6981
25,145,-3.69748
30,145,-3.69648
35,145,-3.69513
40,145,-3.69345
45,145,-3.69148
50,145,-3.68926
55,145,-3.68684
60,145,-3.68427
65,145,-3.68157
70,145,-3.67879
75,145,-3.67598
80,145,-3.67316
85,145,-3.67038
90,145,-3.66766
95,145,-3.66503
100,145,-3.66253
105,145,-3.66019
110,145,-3.65803
115,145,-3.65607
120,145,-3.65435
125,145,-3.65289
130,145,-3.65168
135,145,-3.65076
140,145,-3.65012
145,145,-3.64975
150,145,-3.64966
155,145,-3.64981
160,145,-3.65018
165,145,-3.65074
170,145,-3.65147
175,145,-3.65231
180,145,-3.65323
185,145,-3.65419
190,145,-3.65516
195,145,-3.65609
200,145,-3.65695
205,145,-3.65773
210,145,-3.6584
215,145,-3.65894
220,145,-3.65937
225,145,-3.65968
230,145,-3.65988
235,145,-3.66
240,145,-3.66006
245,145,-3.66011
250,145,-3.66017
255,145,-3.66029
260,145,-3.66052
265,145,-3.66089
270,145,-3.66143
275,145,-3.66219
280,145,-3.66317
285,145,-3.6644
290,145,-3.66589
295,145,-3.66761
300,145,-3.66958
305,145,-3.67175
310,145,-3.6741
315,145,-3.67658
320,145,-3.67916
325,145,-3.68178
330,145,-3.68439
335,145,-3.68692
340,145,-3.68933
345,145,-3.69154
350,145,-3.69351
355,145,-3.6952
360,145,-3.69655
0,150,-5.04665
5,150,-5.04765
10,150,-5.04825
15,150,-5.04845
20,150,-5.04822
25,150,-5.04759
30,150,-5.04656
35,150,-5.04516
40,150,-5.04343
45,150,-5.0414
50,150,-5.03911
55,150,-5.03662
60,150,-5.03396
65,150,-5.03119
70,150,-5.02833
75,150,-5.02545
80,150,-5.02256
85,150,-5.01972
90,150,-5.01694
95,150,-5.01427
100,150,-5.01172
105,150,-5.00934
110,150,-5.00713
115,150,-5.00514
120,150,-5.00336
125,150,-5.00183
130,150,-5.00056
135,150,-4.99955
140,150,-4.9988
145,150,-4.99832
150,150,-4.99809
155,150,-4.9981
160,150,-4.99833
165,150,-4.99875
170,150,-4.99932
175,150,-5.00003
180,150,-5.00082
185,150,-5.00167
190,150,-5.00254
195,150,-5.00339
200,150,-5.00422
205,150,-5.00498
210,150,-5.00566
215,150,-5.00625
220,150,-5.00675
225,150,-5.00715
230,150,-5.00748
235,150,-5.00775
240,150,-5.00798
245,150,-5.0082
250,150,-5.00845
255,150,-5.00876
260,150,-5.00918
265,150,-5.00972
270,150,-5.01043
275,150,-5.01134
280,150,-5.01246
285,150,-5.01381
290,150,-5.01539
295,150,-5.0172
300,150,-5.01923
305,150,-5.02146
310,150,-5.02386
315,150,-5.02639
320,150,-5.02901
325,150,-5.03167
330,150,-5.03431
335,150,-5.03688
340,150,-5.03931
345,150,-5.04156
350,150,-5.04356
355,150,-5.04527
360,150,-5.04665
0,155,-6.6501
5,155,-6.65113
10,155,-6.65175
15,155,-6.65196
20,155,-6.65175
25,155,-6.65112
30,155,-6.65008
35,155,-6.64867
40,155,-6.64691
45,155,-6.64484
50,155,-6.64251
55,155,-6.63995
60,155,-6.63722
65,155,-6.63437
70,155,-6.63143
75,155,-6.62844
80,155,-6.62546
85,155,-6.62252
90,155,-6.61964
95,155,-6.61687
100,155,-6.61423
105,155,-6.61174
110,155,-6.60944
115,155,-6.60734
120,155,-6.60547
125,155,-6.60382
130,155,-6.60243
135,155,-6.60129
140,155,-6.60041
145,155,-6.59978
150,155,-6.5994
155,155,-6.59926
160,155,-6.59932
165,155,-6.59958
170,155,-6.60001
175,155,-6.60057
180,155,-6.60123
185,155,-6.60197
190,155,-6.60275
195,155,-6.60355
200,155,-6.60434
205,155,-6.6051
210,155,-6.60581
215,155,-6.60646
220,155,-6.60705
225,155,-6.60757
230,155,-6.60805
235,155,-6.60848
240,155,-6.6089
245,155,-6.60932
250,155,-6.60978
255,155,-6.6103
260,155,-6.61092
265,155,-6.61167
270,155,-6.61257
275,155,-6.61365
280,155,-6.61493
285,155,-6.61642
290,155,-6.61813
295,155,-6.62005
300,155,-6.62217
305,155,-6.62448
310,155,-6.62695
315,155,-6.62954
320,155,-6.6322
325,155,-6.6349
330,155,-6.63758
335,155,-6.64019
340,155,-6.64265
345,155,-6.64493
350,155,-6.64697
355,155,-6.6487
360,155,-6.6501
0,160,-8.61269
5,160,-8.61375
10,160,-8.61441
15,160,-8.61464
20,160,-8.61444
25,160,-8.61381
30,160,-8.61277
35,160,-8.61134
40,160,-8.60954
45,160,-8.60742
50,160,-8.60501
55,160,-8.60237
60,160,-8.59952
65,160,-8.59653
70,160,-8.59344
75,160,-8.59029
80,160,-8.58713
85,160,-8.584
90,160,-8.58093
95,160,-8.57795
100,160,-8.57511
105,160,-8.57242
110,160,-8.56991
115,160,-8.56761
120,160,-8.56552
125,160,-8.56368
130,160,-8.56208
135,160,-8.56074
140,160,-8.55965
145,160,-8.55882
150,160,-8.55824
155,160,-8.55789
160,160,-8.55777
165,160,-8.55784
170,160,-8.5581
175,160,-8.5585
180,160,-8.55903
185,160,-8.55967
190,160,-8.56037
195,160,-8.56111
200,160,-8.56188
205,160,-8.56266
210,160,-8.56342
215,160,-8.56416
220,160,-8.56487
225,160,-8.56555
230,160,-8.56621
235,160,-8.56686
240,160,-8.56751
245,160,-8.56819
250,160,-8.56892
255,160,-8.56971
260,160,-8.57061
265,160,-8.57163
270,160,-8.5728
275,160,-8.57414
280,160,-8.57566
285,160,-8.57738
290,160,-8.5793
295,160,-8.58142
300,160,-8.58372
305,160,-8.58618
310,160,-8.58879
315,160,-8.5915
320,160,-8.59428
325,160,-8.59708
330,160,-8.59984
335,160,-8.60252
340,160,-8.60505
345,160,-8.60739
350,160,-8.60947
355,160,-8.61125
360,160,-8.61269
0,165,-11.1377
5,165,-11.1388
10,165,-11.1395
15,165,-11.1398
20,165,-11.1396
25,165,-11.1389
30,165,-11.1378
35,165,-11.1363
40,165,-11.1344
45,165,-11.1321
50,165,-11.1295
55,165,-11.1267
60,165,-11.1236
65,165,-11.1203
70,165,-11.1169
75,165,-11.1134
80,165,-11.1098
85,165,-11.1063
90,165,-11.1028
95,165,-11.0994
100,165,-11.0962
105,165,-11.0931
110,165,-11.0901
115,165,-11.0874
120,165,-11.0849
125,165,-11.0827
130,165,-11.0807
135,165,-11.079
140,165,-11.0775
145,165,-11.0763
150,165,-11.0754
155,165,-11.0748
160,165,-11.0744
165,165,-11.0742
170,165,-11.0742
175,165,-11.0744
180,165,-11.0748
185,165,-11.0753
190,165,-11.0759
195,165,-11.0766
200,165,-11.0774
205,165,-11.0783
210,165,-11.0791
215,165,-11.08
220,165,-11.0809
225,165,-11.0818
230,165,-11.0828
235,165,-11.0838
240,165,-11.0848
245,165,-11.0859
250,165,-11.087
255,165,-11.0883
260,165,-11.0896
265,165,-11.0911
270,165,-11.0927
275,165,-11.0945
280,165,-11.0965
285,165,-11.0986
290,165,-11.101
295,165,-11.1035
300,165,-11.1062
305,165,-11.109
310,165,-11.1119
315,165,-11.1149
320,165,-11.118
325,165,-11.121
330,165,-11.124
335,165,-11.1269
340,165,-11.1296
345,165,-11.1321
350,165,-11.1343
355,165,-11.1362
360,165,-11.1377
0,170,-14.6881
5,170,-14.6894
10,170,-14.6902
15,170,-14.6904
20,170,-14.6902
25,170,-14.6894
30,170,-14.6881
35,170,-14.6863
40,170,-14.684
45,170,-14.6813
50,170,-14.6782
55,170,-14.6747
60,170,-14.671
65,170,-14.667
70,170,-14.6628
75,170,-14.6584
80,170,-14.654
85,170,-14.6495
90,170,-14.6451
95,170,-14.6407
100,170,-14.6365
105,170,-14.6324
110,170,-14.6285
115,170,-14.6248
120,170,-14.6214
125,170,-14.6182
130,170,-14.6154
135,170,-14.6128
140,170,-14.6106
145,170,-14.6087
150,170,-14.6071
155,170,-14.6059
160,170,-14.6049
165,170,-14.6043
170,170,-14.6039
175,170,-14.6037
180,170,-14.6038
185,170,-14.6042
190,170,-14.6047
195,170,-14.6054
200,170,-14.6062
205,170,-14.6072
210,170,-14.6083
215,170,-14.6096
220,170,-14.6109
225,170,-14.6124
230,170,-14.6139
235,170,-14.6155
240,170,-14.6173
245,170,-14.6192
250,170,-14.6212
255,170,-14.6233
260,170,-14.6256
265,170,-14.628
270,170,-14.6307
275,170,-14.6335
280,170,-14.6364
285,170,-14.6396
290,170,-14.6429
295,170,-14.6463
300,170,-14.6499
305,170,-14.6536
310,170,-14.6574
315,170,-14.6612
320,170,-14.6649
325,170,-14.6686
330,170,-14.6722
335,170,-14.6756
340,170,-14.6788
345,170,-14.6817
350,170,-14.6842
355,170,-14.6864
360,170,-14.6881
0,175,-20.7564
5,175,-20.7581
10,175,-20.7591
15,175,-20.7593
20,175,-20.7587
25,175,-20.7572
30,175,-20.7551
35,175,-20.7521
40,175,-20.7484
45,175,-20.744
50,175,-20.739
55,175,-20.7334
60,175,-20.7273
65,175,-20.7208
70,175,-20.7139
75,175,-20.7067
80,175,-20.6993
85,175,-20.6917
90,175,-20.6841
95,175,-20.6766
100,175,-20.6691
105,175,-20.6618
110,175,-20.6547
115,175,-20.6479
120,175,-20.6414
125,175,-20.6353
130,175,-20.6297
135,175,-20.6245
140,175,-20.6197
145,175,-20.6155
150,175,-20.6118
155,175,-20.6086
160,175,-20.6059
165,175,-20.6038
170,175,-20.6022
175,175,-20.6011
180,175,-20.6004
185,175,-20.6003
190,175,-20.6006
195,175,-20.6014
200,175,-20.6026
205,175,-20.6042
210,175,-20.6062
215,175,-20.6085
220,175,-20.6113
225,175,-20.6144
230,175,-20.6178
235,175,-20.6215
240,175,-20.6256
245,175,-20.63
250,175,-20.6347
255,175,-20.6396
260,175,-20.6449
265,175,-20.6504
270,175,-20.6562
275,175,-20.6621
280,175,-20.6683
285,175,-20.6747
290,175,-20.6812
295,175,-20.6878
300,175,-20.6945
305,175,-20.7011
310,175,-20.7077
315,175,-20.7142
320,175,-20.7205
325,175,-20.7266
330,175,-20.7323
335,175,-20.7377
340,175,-20.7426
345,175,-20.747
350,175,-20.7508
355,175,-20.7539
360,175,-20.7564
0,180,-59.7328
5,180,-59.7328
10,180,-59.7328
15,180,-59.7328
20,180,-59.7328
25,180,-59.7328
30,180,-59.7328
35,180,-59.7328
40,180,-59.7328
45,180,-59.7328
50,180,-59.7328
55,180,-59.7328
60,180,-59.7328
65,180,-59.7328
70,180,-59.7328
75,180,-59.7328
80,180,-59.7328
85,180,-59.7328
90,180,-59.7328
95,180,-59.7328
100,180,-59.7328
105,180,-59.7328
110,180,-59.7328
115,180,-59.7328
120,180,-59.7328
125,180,-59.7328
130,180,-59.7328
135,180,-59.7328
140,180,-59.7328
145,180,-59.7328
150,180,-59.7328
155,180,-59.7328
160,180,-59.7328
165,180,-59.7328
170,180,-59.7328
175,180,-59.7328
180,180,-59.7328
185,180,-59.7328
190,180,-59.7328
195,180,-59.7328
200,180,-59.7328
205,180,-59.7328
210,180,-59.7328
215,180,-59.7328
220,180,-59.7328
225,180,-59.7328
230,180,-59.7328
235,180,-59.7328
240,180,-59.7328
245,180,-59.7328
250,180,-59.7328
255,180,-59.7328
260,180,-59.7328
265,180,-59.7328
270,180,-59.7328
275,180,-59.7328
280,180,-59.7328
285,180,-59.7328
290,180,-59.7328
295,180,-59.7328
300,180,-59.7328
305,180,-59.7328
310,180,-59.7328
315,180,-59.7328
320,180,-59.7328
325,180,-59.7328
330,180,-59.7328
335,180,-59.7328
340,180,-59.7328
345,180,-59.7328
350,180,-59.7328
355,180,-59.7328
360,180,-59.7328
0,185,-20.6004
5,185,-20.6003
10,185,-20.6006
15,185,-20.6014
20,185,-20.6026
25,185,-20.6042
30,185,-20.6062
35,185,-20.6085
40,185,-20.6113
45,185,-20.6144
50,185,-20.6178
55,185,-20.6215
60,185,-20.6256
65,185,-20.63
70,185,-20.6347
75,185,-20.6396
80,185,-20.6449
85,185,-20.6504
90,185,-20.6562
95,185,-20.6621
100,185,-20.6683
105,185,-20.6747
110,185,-20.6812
115,185,-20.6878
120,185,-20.6945
125,185,-20.7011
130,185,-20.7077
135,185,-20.7142
140,185,-20.7205
145,185,-20.7266
150,185,-20.7323
155,185,-20.7377
160,185,-20.7426
165,185,-20.747
170,185,-20.7508
175,185,-20.7539
180,185,-20.7564
185,185,-20.7581
190,185,-20.7591
195,185,-20.7593
200,185,-20.7587
205,185,-20.7572
210,185,-20.7551
215,185,-20.7521
220,185,-20.7484
225,185,-20.744
230,185,-20.739
235,185,-20.7334
240,185,-20.7273
245,185,-20.7208
250,185,-20.7139
255,185,-20.7067
260,185,-20.6993
265,185,-20.6917
270,185,-20.6841
275,185,-20.6766
280,185,-20.6691
285,185,-20.6618
290,185,-20.6547
295,185,-20.6479
300,185,-20.6414
305,185,-20.6353
310,185,-20.6297
315,185,-20.6245
320,185,-20.6197
325,185,-20.6155
330,185,-20.6118
335,185,-20.6086
340,185,-20.6059
345,185,-20.6038
350,185,-20.6022
355,185,-20.6011
360,185,-20.6004
0,190,-14.6038
5,190,-14.6042
10,190,-14.6047
15,190,-14.6054
20,190,-14.6062
25,190,-14.6072
30,190,-14.6083
35,190,-14.6096
40,190,-14.6109
45,190,-14.6124
50,190,-14.6139
55,190,-14.6155
60,190,-14.6173
65,190,-14.6192
70,190,-14.6212
75,190,-14.6233
80,190,-14.6256
85,190,-14.628
90,190,-14.6307
95,190,-14.6335
100,190,-14.6364
105,190,-14.6396
110,190,-14.6429
115,190,-14.6463
120,190,-14.6499
125,190,-14.6536
130,190,-14.6574
135,190,-14.6612
140,190,-14.6649
145,190,-14.6686
150,190,-14.6722
155,190,-14.6756
160,190,-14.6788
165,190,-14.6817
170,190,-14.6842
175,190,-14.6864
180,190,-14.6881
185,190,-14.6894
190,190,-14.6902
195,190,-14.6904
200,190,-14.6902
205,190,-14.6894
210,190,-14.6881
215,190,-14.6863
220,190,-14.684
225,190,-14.6813
230,190,-14.6782
235,190,-14.6747
240,190,-14.671
245,190,-14.667
250,190,-14.6628
255,190,-14.6584
260,190,-14.654
265,190,-14.6495
270,190,-14.6451
275,190,-14.6407
280,190,-14.6365
285,190,-14.6324
290,190,-14.6285
295,190,-14.6248
300,190,-14.6214
305,190,-14.6182
310,190,-14.6154
315,190,-14.6128
320,190,-14.6106
325,190,-14.6087
330,190,-14.6071
335,190,-14.6059
340,190,-14.6049
345,190,-14.6043
350,190,-14.6039
355,190,-14.6037
360,190,-14.6038
0,195,-11.0748
5,195,-11.0753
10,195,-11.0759
15,195,-11.0766
20,195,-11.0774
25,195,-11.0783
30,195,-11.0791
35,195,-11.08
40,195,-11.0809
45,195,-11.0818
50,195,-11.0828
55,195,-11.0838
60,195,-11.0848
65,195,-11.0859
70,195,-11.087
75,195,-11.0883
80,195,-11.0896
85,195,-11.0911
90,195,-11.0927
95,195,-11.0945
100,195,-11.0965
105,195,-11.0986
110,195,-11.101
115,195,-11.1035
120,195,-11.1062
125,195,-11.109
130,195,-11.1119
135,195,-11.1149
140,195,-11.118
145,195,-11.121
150,195,-11.124
155,195,-11.1269
160,195,-11.1296
165,195,-11.1321
170,195,-11.1343
175,195,-11.1362
180,195,-11.1377
185,195,-11.1388
190,195,-11.1395
195,195,-11.1398
200,195,-11.1396
205,195,-11.1389
210,195,-11.1378
215,195,-11.1363
220,195,-11.1344
225,195,-11.1321
230,195,-11.1295
235,195,-11.1267
240,195,-11.1236
245,195,-11.1203
250,195,-11.1169
255,195,-11.1134
260,195,-11.1098
265,195,-11.1063
270,195,-11.1028
275,195,-11.0994
280,195,-11.0962
285,195,-11.0931
290,195,-11.0901
